Taxonomy	G35421	G35451	G35893	G35464	G35465	G35474	G35488	G35906	G35951	G35952	G35954	G35961	G35965	G35966	G35967	G35972	G35976	G36004	G36008	G36013	G36018	G36022	G36025	G36032	G36438	G36440	G36443	G36444	G36445	G36446	G36448	G36451	G36459	G36461	G36462	G36463	G36464	G36472	G36473	G36474	G36165	G36294	G36296	G36297	G36299	G36304	G36305	G36309	G36310	G36312	G36479	G36480	G36524	G36525	G36534	G36536	G36540	G36546	G36547	G36553	G36554	G36875	G36896	G36752	G36754	G36765	G36788	G36802	G36812	G36829	G36836	G36847	G36904	G36906	G36920	G36922	G35360	G35384	G35390	G35391	G35412	G35898	G35473	G35936	G36543	G36882	G36886	G36751	G36813	G36843	G36952	G36958	G36959	G36962	G36964	G36972	G36976	G35940	G35941	G35942	G35948	G35983	G35984	G35992	G36154	G36159	G36179	G36224	G36248	G36249	G36251	G36260	G36263	G36266	G36267	G36268	G36302	G36548	G36556	G36858	G36863	G36866	G36868	G36870
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	1.3286	0.01864	0.2446	15.78172	0.32185	1.22957	3.53453	0.00547	1.50641	0.15568	2.01128	1.23218	0.48254	0.13545	0.32383	11.52035	3.62692	0.87844	0.02935	0.005	0.035	0.01923	10.12842	0.89563	0.24861	0.09427	27.65674	24.25847	0.72285	0.69147	0.56021	2.45622	9.10114	1.10689	0.01679	0.12789	0.31448	0.87149	0.1929	0.07191	1.73238	4.37663	0.02728	0.05284	0.03525	0.01546	6.0352	0.09681	0.0392	0.09581	0.00754	0.13137	0.17676	21.70871	0.65204	0.6039	17.60551	0.10933	0.36039	0.20025	0.29462	0.01248	0.21068	7.13778	5.61274	1.7514	13.55785	0.03246	0.4091	1.43163	1.00753	0.06523	0.0209	1.74329	1.17803	0.33412	1.13262	0.41149	0.05312	0.07297	0.68881	0.4215	0.02448	0.0745	9.54519	0.08545	11.12768	0.12038	2.98377	0.06392	0.07152	25.48607	0.05133	0.16729	0.77143	0.20417	0.04052	0.02237	0.07714	0.0492	0.01591	3.8731	0.08146	14.56462	0.06164	4.67205	0.12547	0.04779	0.42795	0.01603	0.3229	1.34126	0.16758	0.03267	0.11052	0	36.67415	1.39347	0.07602	0.04177	0.40678	0.3438	0.25432	1.94355
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.12111	0	0.07403	0.03977	0.03553	0.04476	0.04089	0	0.29006	0.00106	0.78878	0.34708	0.20339	0.01716	0.16193	0	2.03695	0.62756	0.0094	0	0	0	9.07598	0.69072	0.10564	0.07621	23.83147	11.32834	0.30605	0.18799	0.26705	1.08369	5.12274	0.02644	0	0.05076	0.296	0.19891	0	0.04233	1.18043	0.67641	0	0	0	0	5.78512	0	0	0	0	0.01877	0.01042	1.93088	0.21656	0.49604	0.00464	0.01609	0.04807	0.02139	0.14785	0	0	0	3.45403	0	0.00693	0.01682	0.00062	0.64942	0.95165	0.02225	0	0.04717	0.36565	0.00312	0.81341	0.04947	0.00271	0.01479	0.68142	0.11695	0	0	7.9242	0.01371	10.57991	0	0.49392	0.0011	0	16.85963	7.00E-05	0.06278	0.44778	0.03365	0.01538	0	0	0	0	0	0.03214	0.38811	0	0.93956	0.04936	0.02171	0.016	0	0.00643	0.0221	0.01195	0.00737	0.00111	0	0.59217	1.30154	0	0.00119	0.03696	0.04891	0.23411	1.68777
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.17238	0	0.01825	0.02393	0.05941	0.00884	0.00523	0	0.22004	0	0.15263	0.16947	0.03384	0	0.01574	0.0116	0.53423	0.14734	0	0	0	0	0.06385	0.08441	0.00665	0	0.21011	0.58415	0.07313	0.10279	0.05997	0.38765	0.1746	0.00568	0	0.00773	0.00668	0	0	0	0.26615	0.08893	0	0	0	0	0.15504	0	0	0	0	0.00134	0	0.06413	0.04539	0.05254	0.3837	0.00306	0.07452	0.03525	0.04453	0	0.00051	0.04164	0.01761	0.00118	0.00509	0	0.0146	0.14715	0	0	0	0.27985	0.13617	0.04251	0.13431	0.01694	0	0	0.00557	0.03806	0	0	0.23356	0	0.41487	0	0.10678	0.00163	0	7.89805	0	0	0.04047	0.02189	0	0	0	0	0	0.01515	0	0.28906	0	0.17227	0.01557	0	0.00868	0	0.00401	0.06663	0.01814	0	0	0	0.35071	0.03229	0.00695	0.00047	0.04121	0.00346	0.00645	0.0996
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0.54668	0	0.01469	14.73106	0.04955	1.17598	3.48842	0	0.74904	0.11388	1.06988	0.33219	0.18368	0.04403	0.1047	6.25503	0.17241	0.04279	0	0	0.03369	0.01815	0.98859	0.1205	0.13632	0.01807	3.61515	9.04894	0.21569	0.1829	0.13984	0.24617	3.8038	0.83536	0.00417	0.02755	0.0118	0.67257	0.12257	0.02831	0.28581	3.61129	0.02093	0.05284	0.03525	0.01546	0.09504	0.09681	0.01656	0.08703	0	0.05735	0.11977	18.91176	0.24081	0.05532	10.50776	0.02104	0.02084	0.02289	0.01297	0	0.02185	5.69292	2.14111	1.56871	7.06163	0	0.2415	0.33494	0.05588	0.01626	0	1.14013	0.4897	0.16852	0.18489	0.23977	0.05041	0.0107	0.00182	0.09508	0.02448	0.03023	1.38743	0.0521	0.13289	0.02541	1.32311	0.00206	0.02994	0.72839	0.05126	0.10451	0.28318	0.08098	0.02144	0.00548	0.00438	0.00865	0.00371	3.34833	0.04932	13.88744	0	1.91869	0.05014	0.01297	0.35959	0.0098	0.14476	1.04815	0.03576	0	0.00839	0	30.43716	0.05964	0.03944	0.0208	0.15813	0.18496	0.01376	0.15618
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified	0.48843	0.01864	0.13764	0.98696	0.17737	0	0	0.00547	0.24727	0.04074	0	0.38345	0.06163	0.07426	0.04146	5.25372	0.88332	0.06074	0.01994	0.005	0.00131	0.00108	0	0	0	0	0	3.29704	0.12798	0.21779	0.09335	0.7387	0	0.2394	0.01262	0.04185	0	0	0.07033	0.00127	0	0	0.00635	0	0	0	0	0	0.02264	0.00877	0.00754	0.05392	0.04656	0.80195	0.14928	0	6.70942	0.06914	0.21697	0.12072	0.08928	0.01248	0.18832	1.40322	0	0.18151	6.48419	0.01564	0.15238	0.30011	0	0.02673	0.0209	0.27615	0.18652	0.11998	0	0.10531	0	0.04748	0	0.17142	0	0.04426	0	0.01963	0	0.09498	1.05996	0.05914	0.04158	0	0	0	0	0.06765	0.0037	0.0169	0.07277	0.04056	0.0122	0.50961	0	0	0.06164	1.64152	0.01039	0.01311	0.04369	0.00624	0.16771	0.20437	0.10172	0.0253	0.10102	0	5.29411	0	0.02963	0.01931	0.17048	0.10648	0	0
k__Bacteria|p__Fusobacteria	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322	0	0	0	0	0	0	0	0	0	0	0.05504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteria	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322	0	0	0	0	0	0	0	0	0	0	0.05504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322	0	0	0	0	0	0	0	0	0	0	0.05504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322	0	0	0	0	0	0	0	0	0	0	0.05504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322	0	0	0	0	0	0	0	0	0	0	0.05504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322	0	0	0	0	0	0	0	0	0	0	0.05504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02123	0.021	0.32565	0	0.16835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae_uncl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02123	0.021	0.32565	0	0.16835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae_uncl|o__Victivallales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02123	0.021	0.32565	0	0.16835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae_uncl|o__Victivallales|f__Victivallaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02123	0.021	0.32565	0	0.16835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae_uncl|o__Victivallales|f__Victivallaceae|g__Victivallis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02123	0.021	0.32565	0	0.16835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaerae_uncl|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02123	0.021	0.32565	0	0.16835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria	0.16926	0.87673	1.61366	6.66861	0.68465	3.47367	1.39166	0.29542	2.73716	0.60549	0.11055	1.95316	0.84674	0.50762	0.16936	6.41634	0.87868	1.78978	1.80517	2.6008	1.04855	1.91764	14.17404	0.21236	0.71774	0.05396	0.64967	6.38642	0.61441	0.30237	0.11799	9.73698	1.44075	1.38973	0.90455	0.52084	0.19266	0.51584	1.51049	0.01244	1.01532	6.45428	0.06525	0.00542	0.22725	0.09071	5.99462	0.16535	0.59486	0.47692	0	0.12835	0.11571	1.56199	1.16064	0.61062	0.9046	3.85959	10.20081	8.53552	4.15618	8.28112	1.17457	2.16969	2.41274	0.86444	2.7385	1.05084	13.29027	29.51356	15.39013	4.39307	1.91053	1.66921	10.84798	4.14162	0.26825	1.12734	0.96439	0.39805	2.49876	0.0494	0.08697	0.46445	5.71279	1.88867	1.93615	5.05989	1.29573	6.71843	2.06937	53.13301	1.23229	0.84677	9.13644	1.56812	0.85668	2.12003	7.35013	0.52006	1.16752	6.50536	0.16316	3.11937	0.28299	9.37554	1.10735	0.10625	1.0724	0.0626	0.18723	34.26465	0.21709	0.18362	0.346	8.67938	7.32998	3.47488	0.39293	0.60533	0.42758	1.37724	0.8142	2.86789
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0	0	0	0	0	0	0	0	0.2306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	0	0	0	0	0	0	0	0	0.2306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae	0	0	0	0	0	0	0	0	0.2306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Brucella	0	0	0	0	0	0	0	0	0.2306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Brucella|s__Brucella_ceti	0	0	0	0	0	0	0	0	0.10867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Brucella|s__Brucella_microti	0	0	0	0	0	0	0	0	0.01883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Brucella|s__Brucella_suis	0	0	0	0	0	0	0	0	0.1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0	0	0	0	0	0.00482	0	0	0	0	0	0.00382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25914	8.70713	6.9437	2.96791	6.57999	0	0	0	0	0	0	0	0	0	0	1.23556	0	0	2.37465	0.15556	0	0	0.09124	0	0	0	0	0	0	0.00714	3.76535	0	0	0	0	0	0	0	1.0579	0.796	0	5.34346	0	0	0	0	0	0	0	0	0.02551	0	0	0	0	0.08932	0.07283	0.09381	0	0	0	0.12598	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25914	8.70713	6.9437	2.96791	6.57999	0	0	0	0	0	0	0	0	0	0	1.23556	0	0	2.37465	0.15556	0	0	0.09124	0	0	0	0	0	0	0	3.76535	0	0	0	0	0	0	0	1.0579	0.796	0	5.34346	0	0	0	0	0	0	0	0	0.02551	0	0	0	0	0.08932	0.07283	0.09381	0	0	0	0.12598	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25914	8.70713	6.9437	2.96791	6.57999	0	0	0	0	0	0	0	0	0	0	1.23556	0	0	2.37465	0.15556	0	0	0.09124	0	0	0	0	0	0	0	3.76535	0	0	0	0	0	0	0	1.0579	0.796	0	5.34346	0	0	0	0	0	0	0	0	0.02551	0	0	0	0	0.08932	0.07283	0.09381	0	0	0	0.12598	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25914	8.70713	6.9437	2.96791	6.57999	0	0	0	0	0	0	0	0	0	0	1.23556	0	0	2.37465	0.15556	0	0	0.09124	0	0	0	0	0	0	0	3.76535	0	0	0	0	0	0	0	1.0579	0.796	0	5.34346	0	0	0	0	0	0	0	0	0.02551	0	0	0	0	0.08932	0.07283	0.09381	0	0	0	0.12598	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25914	8.70713	6.9437	2.96791	6.57999	0	0	0	0	0	0	0	0	0	0	1.23556	0	0	2.37465	0.15556	0	0	0.09124	0	0	0	0	0	0	0	3.76535	0	0	0	0	0	0	0	1.0579	0.796	0	5.34346	0	0	0	0	0	0	0	0	0.02551	0	0	0	0	0.08932	0.07283	0.09381	0	0	0	0.12598	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0	0	0	0	0	0.00482	0	0	0	0	0	0.00382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0	0	0	0	0	0.00482	0	0	0	0	0	0.00382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseriaceae_unclassified	0	0	0	0	0	0.00482	0	0	0	0	0	0.00382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
