Taxonomy	G35421	G35451	G35893	G35464	G35465	G35474	G35488	G35906	G35951	G35952	G35954	G35961	G35965	G35966	G35967	G35972	G35976	G36004	G36008	G36013	G36018	G36022	G36025	G36032	G36438	G36440	G36443	G36444	G36445	G36446	G36448	G36451	G36459	G36461	G36462	G36463	G36464	G36472	G36473	G36474	G36165	G36294	G36296	G36297	G36299	G36304	G36305	G36309	G36310	G36312	G36479	G36480	G36524	G36525	G36534	G36536	G36540	G36546	G36547	G36553	G36554	G36875	G36896	G36752	G36754	G36765	G36788	G36802	G36812	G36829	G36836	G36847	G36904	G36906	G36920	G36922	G35360	G35384	G35390	G35391	G35412	G35898	G35473	G35936	G36543	G36882	G36886	G36751	G36813	G36843	G36952	G36958	G36959	G36962	G36964	G36972	G36976	G35940	G35941	G35942	G35948	G35983	G35984	G35992	G36154	G36159	G36179	G36224	G36248	G36249	G36251	G36260	G36263	G36266	G36267	G36268	G36302	G36548	G36556	G36858	G36863	G36866	G36868	G36870
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.02649	0.70281	0.96639	1.3024	0.43548	0.29157	0.34071	0	0	0	0	0	0	0	0	0.19597	0	0.55443	0.47449	1.78512	0.94077	1.18112	0	0.09819	0	0	0	0.03988	0.53198	0.09293	0.05447	0	0	0	0.80204	0	0	0	0.98603	0	0	0	0	0	0.21043	0.09071	0	0	0	0.28661	0	0.01939	0	0	0	0	0	0.53327	0.40824	0.80093	0	1.70113	0	0	0	0	0.94798	0.7778	0	0	0	0	0.50837	0	0.90263	0.73695	0	0	0	0.00333	0	0	0.05347	0.05866	0.74682	0	0	0.67889	0	0.86575	0.65399	0	0.00343	0	0	0.45581	0	0.39203	1.56313	0.03857	0.26697	0	0.09631	0	0.20689	0.13431	0.59802	0	0	0	0	0.59289	0.02102	0.04828	0.03691	0	0	0.96827	0.10112	0.5625	0.30324	0.82024	0.44864	1.04236
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.02649	0.70281	0.96639	1.3024	0.43548	0.29157	0.34071	0	0	0	0	0	0	0	0	0.19597	0	0.55443	0.47449	1.78512	0.94077	1.18112	0	0.09819	0	0	0	0.03988	0.53198	0.09293	0.05447	0	0	0	0.80204	0	0	0	0.98603	0	0	0	0	0	0.21043	0.09071	0	0	0	0.28661	0	0.01939	0	0	0	0	0	0.53327	0.40824	0.80093	0	1.70113	0	0	0	0	0.94798	0.7778	0	0	0	0	0.50837	0	0.90263	0.73695	0	0	0	0.00333	0	0	0.05347	0.05866	0.74682	0	0	0.67889	0	0.86575	0.65399	0	0.00343	0	0	0.45581	0	0.39203	1.56313	0.03857	0.26697	0	0.09631	0	0.20689	0.13431	0.59802	0	0	0	0	0.59289	0.02102	0.04828	0.03691	0	0	0.96827	0.10112	0.5625	0.30324	0.82024	0.44864	1.04236
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.02649	0.70281	0.96639	1.3024	0.43548	0.29157	0.34071	0	0	0	0	0	0	0	0	0.19597	0	0.55443	0.47449	1.78512	0.94077	1.18112	0	0.09819	0	0	0	0.03988	0.53198	0.09293	0.05447	0	0	0	0.80204	0	0	0	0.98603	0	0	0	0	0	0.21043	0.09071	0	0	0	0.28661	0	0.01939	0	0	0	0	0	0.53327	0.40824	0.80093	0	1.70113	0	0	0	0	0.94798	0.7778	0	0	0	0	0.50837	0	0.90263	0.73695	0	0	0	0.00333	0	0	0.05347	0.05866	0.74682	0	0	0.67889	0	0.86575	0.65399	0	0.00343	0	0	0.45581	0	0.39203	1.56313	0.03857	0.26697	0	0.09631	0	0.20689	0.13431	0.59802	0	0	0	0	0.59289	0.02102	0.04828	0.03691	0	0	0.96827	0.10112	0.5625	0.30324	0.82024	0.44864	1.04236
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.02649	0.69699	0.94706	1.22777	0.2165	0.27577	0.33391	0	0	0	0	0	0	0	0	0.19597	0	0.52293	0.44256	1.51006	0.80071	1.09114	0	0.09819	0	0	0	0.03988	0.50406	0.09293	0.05447	0	0	0	0.74647	0	0	0	0.95091	0	0	0	0	0	0.21043	0.09071	0	0	0	0.27101	0	0.01939	0	0	0	0	0	0.50216	0.40226	0.76995	0	1.64453	0	0	0	0	0.89023	0.74765	0	0	0	0	0.50123	0	0.88383	0.29578	0	0	0	0.00333	0	0	0.05347	0.05866	0.70268	0	0	0.63891	0	0.84379	0.60957	0	0.00343	0	0	0.43131	0	0.38041	1.52664	0.03857	0.2468	0	0.09047	0	0.20689	0.13177	0.57026	0	0	0	0	0.58249	0.02102	0.04318	0.03691	0	0	0.91432	0.10112	0.51679	0.29006	0.73452	0.4319	0.98629
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0.02649	0.69699	0.94706	1.22777	0.2165	0.27577	0.33391	0	0	0	0	0	0	0	0	0.19597	0	0.52293	0.44256	1.51006	0.80071	1.09114	0	0.09819	0	0	0	0.03988	0.50406	0.09293	0.05447	0	0	0	0.74647	0	0	0	0.95091	0	0	0	0	0	0.21043	0.09071	0	0	0	0.27101	0	0.01939	0	0	0	0	0	0.50216	0.40226	0.76995	0	1.64453	0	0	0	0	0.89023	0.74765	0	0	0	0	0.50123	0	0.88383	0.29578	0	0	0	0.00333	0	0	0.05347	0.05866	0.70268	0	0	0.63891	0	0.84379	0.60957	0	0.00343	0	0	0.43131	0	0.38041	1.52664	0.03857	0.2468	0	0.09047	0	0.20689	0.13177	0.57026	0	0	0	0	0.58249	0.02102	0.04318	0.03691	0	0	0.91432	0.10112	0.51679	0.29006	0.73452	0.4319	0.98629
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0	0.00583	0.01933	0.07463	0.21898	0.01579	0.0068	0	0	0	0	0	0	0	0	0	0	0.0315	0.03194	0.27506	0.14006	0.08999	0	0	0	0	0	0	0.02792	0	0	0	0	0	0.05556	0	0	0	0.03512	0	0	0	0	0	0	0	0	0	0	0.01559	0	0	0	0	0	0	0	0.03111	0.00598	0.03097	0	0.0566	0	0	0	0	0.05775	0.03015	0	0	0	0	0.00713	0	0.01881	0.44117	0	0	0	0	0	0	0	0	0.04414	0	0	0.03998	0	0.02196	0.04442	0	0	0	0	0.0245	0	0.01161	0.03649	0	0.02017	0	0.00584	0	0	0.00253	0.02776	0	0	0	0	0.0104	0	0.0051	0	0	0	0.05395	0	0.04571	0.01318	0.08572	0.01673	0.05607
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans	0	0.00583	0.01933	0.07463	0.04105	0.01579	0.0068	0	0	0	0	0	0	0	0	0	0	0.0315	0.03194	0.27506	0.14006	0.08999	0	0	0	0	0	0	0.02792	0	0	0	0	0	0.05556	0	0	0	0.03512	0	0	0	0	0	0	0	0	0	0	0.01559	0	0	0	0	0	0	0	0.03111	0.00598	0.03097	0	0.0566	0	0	0	0	0.05775	0.03015	0	0	0	0	0.00713	0	0.01881	0.12016	0	0	0	0	0	0	0	0	0.04414	0	0	0.03998	0	0.02196	0.04442	0	0	0	0	0.0245	0	0.01161	0.03649	0	0.02017	0	0.00584	0	0	0.00253	0.02776	0	0	0	0	0.0104	0	0.0051	0	0	0	0.05395	0	0.04571	0.01318	0.08572	0.01673	0.05607
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	0	0	0	0	0.17793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05347	0.01104	0.03726	0	0	0	0	0.07113	0	0	0	0	0	0	0.04911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00297	0	0	0	0.6206	0.05397	0	0.20721	0	0	0	0	0.0359	0.09275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06426	0	0	0.07647	0	0.26971	0	0	0	0	0	0	0	0.21631	0.2165	0	0	0	0	0.00262	0	0	0	0	0	0	0	0	0	0	0.00299	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05347	0.01104	0.03726	0	0	0	0	0.07113	0	0	0	0	0	0	0.04911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00297	0	0	0	0.6206	0.05397	0	0.20721	0	0	0	0	0.0359	0.09275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06426	0	0	0.07647	0	0.26971	0	0	0	0	0	0	0	0.21631	0.2165	0	0	0	0	0.00262	0	0	0	0	0	0	0	0	0	0	0.00299	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05347	0.01104	0.03726	0	0	0	0	0.07113	0	0	0	0	0	0	0.04911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00297	0	0	0	0.6206	0.05397	0	0.20721	0	0	0	0	0.0359	0.09275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06426	0	0	0.07647	0	0.26971	0	0	0	0	0	0	0	0.21631	0.2165	0	0	0	0	0.00262	0	0	0	0	0	0	0	0	0	0	0.00299	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05347	0.01104	0.03726	0	0	0	0	0.07113	0	0	0	0	0	0	0.04911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00297	0	0	0	0.6206	0.05397	0	0.20721	0	0	0	0	0.0359	0.09275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06426	0	0	0.07647	0	0.26971	0	0	0	0	0	0	0	0.21631	0.2165	0	0	0	0	0.00262	0	0	0	0	0	0	0	0	0	0	0.00299	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05347	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00297	0	0	0	0	0.05397	0	0.20721	0	0	0	0	0.0359	0.09275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06426	0	0	0	0	0.26971	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00262	0	0	0	0	0	0	0	0	0	0	0.00299	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21309	0.21517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_rectus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00321	0.00133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01104	0.03726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_upsaliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.14277	0.17391	0.64727	5.36621	0.24918	3.17728	1.05095	0.29542	2.50656	0.60549	0.11055	1.94935	0.84674	0.50762	0.16936	6.22037	0.87868	1.18188	1.31964	0.77842	0.10778	0.73651	14.17404	0.11416	0.64661	0.05396	0.64967	6.34654	0.08243	0.20944	0.06352	9.68284	1.44075	1.38973	0.10251	0.52084	0.19266	0.51584	0.52446	0.01244	1.01532	6.45428	0.06525	0.00542	0.01682	0	5.99462	0.16535	0.59486	0.19031	0	0.10896	0.11571	1.56199	1.16064	0.61062	0.9046	0.06719	1.08246	0.79089	1.18827	0	0.55397	2.11572	2.41274	0.65723	1.79052	0.27305	13.29027	29.51356	15.35423	4.30032	0.1666	1.66921	9.94535	1.03001	0.11269	1.12734	0.96439	0.30348	2.49876	0.0494	0.0335	0.4058	4.96598	1.88867	1.86474	0.61565	1.29573	5.77621	1.41538	52.8633	1.22886	0.84677	9.13644	0.0544	0.06069	1.72801	0.44353	0.26519	0.68405	6.50536	0.06685	3.11937	0.0761	9.23862	0.50934	0.08074	1.0724	0.0626	0.18723	33.67176	0.10675	0.06252	0.21528	8.67938	7.32699	2.50661	0.16583	0.04283	0.12434	0.557	0.36557	1.82552
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0	0.11425	0.26751	5.10109	0.14943	3.04928	1.05095	0.20864	1.42832	0.09684	0	1.41594	0.08631	0.18194	0.16473	6.22037	0.69548	0.80722	1.23852	0.69856	0.08741	0.6978	14.17404	0.11416	0.0423	0.01698	0.61445	6.03826	0.01847	0.02417	0	8.3116	0.56193	1.2998	0.08558	0	0.02159	0.09854	0.36661	0	0.97973	4.3633	0.06525	0.00542	0	0	5.30213	0.13958	0.52041	0	0	0.02253	0.11462	1.53295	1.1594	0.57518	0.86391	0	0.00892	0.12516	0.90805	0	0.43987	1.67807	2.28125	0.24073	1.79052	0.15038	13.1869	27.55411	12.05496	4.10584	0.022	0.32595	3.58098	0.11845	0.01681	1.05013	0.89644	0	2.37336	0.04228	0.0335	0.24657	4.89889	1.59332	0.98052	0.11244	1.0161	5.75012	0.0303	51.67994	1.22836	0.83463	9.102	0.03711	0.02476	1.71208	0.08428	0.06437	0.6554	6.19416	0.00197	2.75284	0	8.62681	0.48287	0.02676	0.01073	0.0626	0.11909	33.55832	0.0797	0.01326	0.21261	8.67938	7.32699	2.19486	0.03261	0.0243	0.04537	0.06058	0.24456	1.54947
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0	0.11425	0.26751	5.10109	0.14943	3.04928	1.05095	0.20864	1.42832	0.09684	0	1.41594	0.08631	0.18194	0.16473	6.22037	0.69548	0.80722	1.23852	0.69856	0.08741	0.6978	14.17404	0.11416	0.0423	0.01698	0.61445	6.03826	0.01847	0.02417	0	8.3116	0.56193	1.2998	0.08558	0	0.02159	0.09854	0.36661	0	0.97973	4.3633	0.06525	0.00542	0	0	5.30213	0.13958	0.52041	0	0	0.02253	0.11462	1.53295	1.1594	0.57518	0.86391	0	0.00892	0.12516	0.90805	0	0.43987	1.67807	2.28125	0.24073	1.79052	0.15038	13.1869	27.55411	12.05496	4.10584	0.022	0.32595	3.58098	0.11845	0.01681	1.05013	0.89644	0	2.37336	0.04228	0.0335	0.24657	4.89889	1.59332	0.98052	0.11244	1.0161	5.75012	0.0303	51.67994	1.22836	0.83463	9.102	0.03711	0.02476	1.71208	0.08428	0.06437	0.6554	6.19416	0.00197	2.75284	0	8.62681	0.48287	0.02676	0.01073	0.0626	0.11909	33.55832	0.0797	0.01326	0.21261	8.67938	7.32699	2.19486	0.03261	0.0243	0.04537	0.06058	0.24456	1.54947
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	0	0	0	0.20973	0	0	0	0	0.11691	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01581	0	0	0	0	0.03162	0.01847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05236	0	0.01234	0	0	0.01182	0	0	0	0	0	0	0	0	0	0	0.00447	0	0	0	0.01266	0	0.00514	0.0081	0	0	0	0	0	0	0	0	0	0	0.00788	0	0	0	0	0	0.11831	0	0	0	0	0.05149	0	0	0	0	0	0	0	0	0	0	0	0.05265	0	0	0	0	0	0	0	0.01642	0	0	0	0	0.18591	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_koseri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_unclassified	0	0	0	0.20973	0	0	0	0	0.11691	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01581	0	0	0	0	0.03162	0.01847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05236	0	0.01234	0	0	0.01182	0	0	0	0	0	0	0	0	0	0	0.00447	0	0	0	0.01266	0	0.00514	0.0081	0	0	0	0	0	0	0	0	0	0	0.00788	0	0	0	0	0	0	0	0	0	0	0.05149	0	0	0	0	0	0	0	0	0	0	0	0.05265	0	0	0	0	0	0	0	0.01642	0	0	0	0	0.18591	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Cronobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01919	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01919	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00474	0	0	0	0	0	0.00064	1.1594	0.56342	0.02261	0	0	0	0	0	0.00512	0	0.0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01166	0	0	0.00544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00836	0.63823	0	0	0	0	0.07046	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064	1.1594	0.07737	0.02261	0	0	0	0	0	0.00512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63823	0	0	0	0	0.07046	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00474	0	0	0	0	0	0	0	0.48604	0	0	0	0	0	0	0	0	0.0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01112	0	0	0.00544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00836	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	0	0.11425	0.26751	4.89137	0.14943	3.04928	1.04181	0.20864	1.31141	0.07209	0	1.41594	0.08631	0.18194	0.16473	6.06629	0.54745	0.80722	1.23852	0.69856	0.00679	0.6978	14.15822	0.11416	0.0423	0.01698	0.61445	4.06693	0	0.02417	0	8.3116	0.47742	1.27501	0.08558	0	0.02159	0.09854	0.33169	0	0.97973	4.3633	0.05929	0.00542	0	0	5.23324	0.13484	0.1145	0	0	0.01071	0.11462	1.53232	0	0.01177	0.8413	0	0.00892	0.12516	0.90805	0	0.42701	1.67807	2.27447	0.24073	1.73385	0.13931	13.18176	27.54601	12.05496	4.10584	0.022	0.29555	3.58098	0.11845	0.01681	1.05013	0.89644	0	2.35271	0.04228	0.0335	0.23475	4.89889	1.59332	0.44475	0.11244	1.00443	5.75012	0.0303	51.62301	1.22836	0.83463	9.08511	0.03711	0.02476	1.71208	0.08428	0.06148	0.65365	6.19416	0.00197	2.70019	0	8.62427	0.48287	0.02676	0.01073	0.0626	0.11909	33.54191	0.0797	0.01326	0.21261	8.41303	6.43623	1.54595	0.03261	0.0243	0.04537	0.03221	0.1741	1.54947
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0	0.09488	0.26751	4.89137	0.14943	3.04928	1.04181	0.20864	1.31141	0.05684	0	1.41594	0.08631	0.18194	0.16473	6.06629	0.54745	0.80722	1.13026	0.69856	0	0.67955	14.15822	0.11345	0.0423	0.01698	0.61445	4.06693	0	0	0	8.3116	0.47742	1.27501	0.08558	0	0	0.09854	0.33169	0	0.97973	4.3633	0.05929	0.00542	0	0	5.23324	0.13484	0.1145	0	0	0.01071	0.11462	1.53232	0	0.01177	0.84121	0	0.00892	0.12516	0.90805	0	0.41986	1.67807	2.27447	0.2399	1.73385	0.13931	13.18176	27.54601	12.05496	4.10584	0.022	0.29555	3.58098	0.11442	0.01681	1.05013	0.89644	0	2.35271	0.04228	0.0335	0.23475	4.89889	1.59332	0.22538	0.11244	0.69789	5.75012	0.02335	51.62301	1.22836	0.83463	9.08511	0.03504	0.02476	1.71208	0.08428	0.06148	0.65365	6.19416	0	2.70019	0	8.62427	0.48287	0.02676	0.01073	0.0626	0.11909	33.54191	0.0797	0.01326	0.21261	8.41303	6.43623	1.54595	0.01667	0.0243	0.04213	0.03221	0.1741	1.54947
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified	0	0.01937	0	0	0	0	0	0	0	0.01526	0	0	0	0	0	0	0	0	0.10826	0	0.00679	0.01826	0	0.00071	0	0	0	0	0	0.02417	0	0	0	0	0	0	0.02159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-04	0	0	0	0	0	0.00715	0	0	0.00084	0	0	0	0	0	0	0	0	0	0.00403	0	0	0	0	0	0	0	0	0	0	0.21937	0	0.30654	0	0.00695	0	0	0	0	0.00207	0	0	0	0	0	0	0.00197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01594	0	0.00324	0	0	0
